product_id,sku,product_name,category,subcategory,brand,price,cost,stock_quantity,avg_rating,num_reviews,launch_date,weight,is_eco_friendly,is_ai_enabled,is_bestseller,created_at,updated_at
PROD-2025-000099,HAR-BOO-0099,HarperCollins Non-Fiction Pro 2025,Books,Non-Fiction,HarperCollins,34.84,24.21,159,4.16,20,2025-08-12,4.11,False,False,False,2025-01-01,2025-08-12
PROD-2025-000100,GOO-ELE-0100,Google Headphones Ultra 2025,Electronics,Headphones,Google,1936.28,1437.14,11,4.32,10,2025-06-13,1.69,False,False,False,2025-01-01,2025-06-13
PROD-2025-000101,WIL-HOM-0101,Williams Sonoma Garden Advanced 2025,Home & Garden,Garden,Williams Sonoma,889.15,695.63,311,3.43,92,2025-07-01,6.85,False,False,False,2025-01-01,2025-07-01
PROD-2025-000102,MAR-BOO-0102,Marvel Comics Premium 2025,Books,Comics,Marvel,20.23,13.25,95,4.28,36,2025-01-27,5.78,True,False,False,2025-01-01,2025-01-27
PROD-2025-000103,ADI-SPO-0103,Adidas Team Sports Pro 2025,Sports,Team Sports,Adidas,852.1,544.69,80,4.22,18,2025-03-19,4.61,True,False,False,2025-01-01,2025-03-19
PROD-2025-000104,DC-BOO-0104,DC E-books Pro 2025,Books,E-books,DC,20.94,15.92,77,4.24,43,2025-07-23,9.84,False,False,False,2025-01-01,2025-07-23
PROD-2025-000105,GUC-FAS-0105,Gucci Clothing Elite 2025,Fashion,Clothing,Gucci,545.16,398.1,63,4.57,173,2025-10-06,1.9,False,False,True,2025-01-01,2025-10-06
PROD-2025-000106,PEN-BOO-0106,Penguin Comics Smart 2025,Books,Comics,Penguin,11.98,7.19,302,5.0,22,2025-07-29,6.9,True,False,False,2025-01-01,2025-07-29
PROD-2025-000107,DC-BOO-0107,DC E-books Ultra 2025,Books,E-books,DC,51.56,37.74,415,3.79,109,2025-08-29,2.15,False,False,False,2025-01-01,2025-08-29
PROD-2025-000108,ZAR-FAS-0108,Zara Bags Premium 2025,Fashion,Bags,Zara,832.31,612.69,196,3.22,44,2025-11-16,4.97,False,False,False,2025-01-01,2025-11-16
PROD-2025-000109,NIK-SPO-0109,Nike Individual Sports Advanced 2025,Sports,Individual Sports,Nike,316.18,252.44,128,4.27,19,2025-08-24,0.57,True,False,False,2025-01-01,2025-08-24
PROD-2025-000110,GUC-FAS-0110,Gucci Accessories Classic 2025,Fashion,Accessories,Gucci,449.11,353.75,149,3.71,68,2025-06-10,0.2,False,False,False,2025-01-01,2025-06-10
PROD-2025-000111,ADI-SPO-0111,Adidas Water Sports Premium 2025,Sports,Water Sports,Adidas,1276.44,962.08,116,4.5,100,2025-12-15,2.75,False,False,False,2025-01-01,2025-12-15
PROD-2025-000112,SCH-BOO-0112,Scholastic Non-Fiction Classic 2025,Books,Non-Fiction,Scholastic,39.48,30.49,413,5.0,17,2025-09-06,8.54,False,False,False,2025-01-01,2025-09-06
PROD-2025-000113,PAT-SPO-0113,Patagonia Fitness Ultra 2025,Sports,Fitness,Patagonia,557.71,420.07,95,4.7,82,2025-08-18,4.56,False,False,False,2025-01-01,2025-08-18
PROD-2025-000114,MAR-BOO-0114,Marvel Non-Fiction Advanced 2025,Books,Non-Fiction,Marvel,49.66,33.62,242,4.62,43,2025-04-25,1.4,False,False,False,2025-01-01,2025-04-25
PROD-2025-000115,GUC-FAS-0115,Gucci Clothing Max 2025,Fashion,Clothing,Gucci,203.94,151.78,60,4.4,28,2025-10-07,2.87,False,False,False,2025-01-01,2025-10-07
PROD-2025-000116,WES-HOM-0116,West Elm Furniture Elite 2025,Home & Garden,Furniture,West Elm,1558.45,967.52,437,4.54,27,2025-01-08,8.32,False,False,False,2025-01-01,2025-01-08
PROD-2025-000117,ZAR-FAS-0117,Zara Jewelry Smart 2025,Fashion,Jewelry,Zara,283.41,185.5,211,5.0,1,2025-12-18,8.57,False,False,False,2025-01-01,2025-12-18
PROD-2025-000118,CB2-HOM-0118,CB2 Garden Max 2025,Home & Garden,Garden,CB2,197.34,136.12,418,3.33,5,2025-05-28,1.59,False,False,False,2025-01-01,2025-05-28
PROD-2025-000119,DC-BOO-0119,DC Children Smart 2025,Books,Children,DC,50.66,36.68,430,3.91,49,2025-09-12,5.26,False,False,False,2025-01-01,2025-09-12
PROD-2025-000120,ADI-FAS-0120,Adidas Bags Advanced 2025,Fashion,Bags,Adidas,393.25,283.05,251,4.1,16,2025-10-28,9.83,False,False,False,2025-01-01,2025-10-28
PROD-2025-000121,DC-BOO-0121,DC E-books Smart 2025,Books,E-books,DC,40.75,24.67,241,5.0,5,2025-04-29,9.59,False,False,False,2025-01-01,2025-04-29
PROD-2025-000122,APP-ELE-0122,Apple Tablets Classic 2025,Electronics,Tablets,Apple,3171.07,2395.13,428,4.32,40,2025-03-15,6.51,True,False,False,2025-01-01,2025-03-15
PROD-2025-000123,UNI-FAS-0123,Uniqlo Accessories Max 2025,Fashion,Accessories,Uniqlo,390.3,250.44,66,4.32,170,2025-05-10,4.65,True,False,False,2025-01-01,2025-05-10
PROD-2025-000124,SEP-HEA-0124,Sephora Personal Care Premium 2025,Health & Beauty,Personal Care,Sephora,65.13,49.0,169,4.93,68,2025-02-07,4.02,False,False,False,2025-01-01,2025-02-07
PROD-2025-000125,SAM-ELE-0125,Samsung Gaming Max 2025,Electronics,Gaming,Samsung,1791.92,1369.83,143,3.72,25,2025-04-14,3.06,False,False,False,2025-01-01,2025-04-14
PROD-2025-000126,APP-ELE-0126,Apple Smartphones Ultra 2025,Electronics,Smartphones,Apple,426.92,341.33,182,5.0,37,2025-06-08,2.36,False,False,False,2025-01-01,2025-06-08
PROD-2025-000127,SCH-BOO-0127,Scholastic Non-Fiction Premium 2025,Books,Non-Fiction,Scholastic,57.33,45.26,384,4.03,0,2025-02-25,7.13,False,False,False,2025-01-01,2025-02-25
PROD-2025-000128,H&M-FAS-0128,H&M Jewelry Smart 2025,Fashion,Jewelry,H&M,247.74,157.39,363,5.0,106,2025-04-15,8.52,False,False,True,2025-01-01,2025-04-15
PROD-2025-000129,ZAR-FAS-0129,Zara Accessories Pro 2025,Fashion,Accessories,Zara,394.14,246.86,144,3.51,9,2025-04-17,3.37,False,False,False,2025-01-01,2025-04-17
PROD-2025-000130,PEN-BOO-0130,Penguin E-books Smart 2025,Books,E-books,Penguin,59.1,40.12,332,5.0,64,2025-05-31,6.65,False,False,False,2025-01-01,2025-05-31
PROD-2025-000131,UND-SPO-0131,Under Armour Team Sports Classic 2025,Sports,Team Sports,Under Armour,948.41,728.45,293,4.11,123,2025-01-11,7.86,True,False,False,2025-01-01,2025-01-11
PROD-2025-000132,IKE-HOM-0132,IKEA Kitchen Elite 2025,Home & Garden,Kitchen,IKEA,343.83,268.01,341,4.55,9,2025-01-11,6.51,True,False,False,2025-01-01,2025-01-11
PROD-2025-000133,UND-SPO-0133,Under Armour Individual Sports Advanced 2025,Sports,Individual Sports,Under Armour,425.99,278.24,199,4.26,39,2025-10-07,6.23,False,False,False,2025-01-01,2025-10-07
PROD-2025-000134,SAM-ELE-0134,Samsung Smartphones Classic 2025,Electronics,Smartphones,Samsung,2670.47,1789.67,457,5.0,94,2025-11-11,4.93,False,True,False,2025-01-01,2025-11-11
PROD-2025-000135,HOM-HOM-0135,Home Depot Decor Advanced 2025,Home & Garden,Decor,Home Depot,1325.38,958.54,460,5.0,1,2025-11-13,2.81,False,False,False,2025-01-01,2025-11-13
PROD-2025-000136,L'O-HEA-0136,L'Oreal Personal Care Classic 2025,Health & Beauty,Personal Care,L'Oreal,143.54,110.0,260,4.14,62,2025-12-25,3.26,False,False,False,2025-01-01,2025-12-25
PROD-2025-000137,MAR-BOO-0137,Marvel Children Max 2025,Books,Children,Marvel,9.34,6.7,96,4.35,31,2025-09-23,1.62,False,False,False,2025-01-01,2025-09-23
PROD-2025-000138,CB2-HOM-0138,CB2 Decor Elite 2025,Home & Garden,Decor,CB2,1028.25,707.57,178,5.0,213,2025-04-11,8.93,False,False,True,2025-01-01,2025-04-11
PROD-2025-000139,GOO-ELE-0139,Google Laptops Premium 2025,Electronics,Laptops,Google,1315.95,929.18,300,4.33,36,2025-10-30,2.89,False,False,False,2025-01-01,2025-10-30
PROD-2025-000140,THE-HEA-0140,The Body Shop Personal Care Classic 2025,Health & Beauty,Personal Care,The Body Shop,66.34,44.7,430,4.62,44,2025-11-18,0.44,True,False,False,2025-01-01,2025-11-18
